sl_no,slide_no,state,district,location_details,latitude,longitude,material_movement_history_raw
30787,UK/NAI/53O11/2015/258,Uttarakhand,Nainital,Bohara - Shalani,29.323424,79.609972,Debris Slide NA
30788,UK/NAI/53O07/2015/29,Uttarakhand,Nainital,Nainital - Kaladhungi,29.324628,79.346206,Rock Slide NA
30789,UK/CHA/62C03/2016/70,Uttarakhand,Champawat,Chyurikhark,29.325194,80.056417,Rock Slide 2014
30790,UK/NAI/53O11/2015/147,Uttarakhand,Nainital,Bhimtal - Malwatal,29.326,79.661,Rock Slide NA
30791,UK/NAI/53O11/2015/165,Uttarakhand,Nainital,Bhimtal - Malwatal,29.3283,79.650793,Debris Slide NA
30792,UK/NAI/53O11/2015/216,Uttarakhand,Nainital,Bhimtal - Malwatal,29.3283,79.650793,Debris Slide NA
30793,UK/NAI/53O11/2015/149,Uttarakhand,Nainital,Bhimtal - Malwatal,29.3283,79.650793,Debris Slide NA
30794,UK/CHA/62C03/2016/11,Uttarakhand,Champawat,Mauntala,29.3295,80.159639,Rock Slide 2016
30795,UK/NAI/53O07/2015/117,Uttarakhand,Nainital,Kathgodam - Bhowali,29.329836,79.493818,Rock Slide NA
30796,UK/NAI/53O11/2015/254,Uttarakhand,Nainital,Jeolikot - Joli,29.331354,79.512437,Debris Slide NA
30797,UK/NAI/53O11/2015/162,Uttarakhand,Nainital,Ranibagh - Bhimtal,29.332058,79.565745,Rock Slide NA
30798,UK/NAI/53O07/2015/127,Uttarakhand,Nainital,Kathgodam - Bhowali,29.333002,79.491686,Rock Slide NA
30799,UK/NAI/53O07/2015/143,Uttarakhand,Nainital,Nainital - Chopra,29.333454,79.487459,Rock Fall NA
30800,UK/NAI/53O07/2015/135,Uttarakhand,Nainital,Nainital - Chopra,29.335685,79.458622,Debris Slide NA
30801,UK/NAI/53O11/2015/164,Uttarakhand,Nainital,Jeolikot - Joli,29.336367,79.516533,Rock Slide NA
30802,UK/NAI/53O07/2015/144,Uttarakhand,Nainital,Nainital - Chopra,29.336449,79.482745,Debris Slide NA
30803,UK/CHA/62C07/2017/1,Uttarakhand,Champawat,,29.337064,80.25316,Rock Slide NA
30804,UK/NAI/53O11/2015/168,Uttarakhand,Nainital,Bhimtal - Sat Tal,29.33717,79.523546,Debris Slide NA
30805,UK/NAI/53O11/2015/176,Uttarakhand,Nainital,Jeolikot - Joli,29.337726,79.516155,Rock Slide NA
30806,UK/NAI/53O11/2015/171,Uttarakhand,Nainital,Mahargaon - Mahanta,29.338,79.625,Rock Slide NA
30807,UK/NAI/53O11/2015/174,Uttarakhand,Nainital,Bhimtal - Sat Tal,29.338074,79.524148,Debris Slide NA
30808,UK/NAI/53O07/2015/81,Uttarakhand,Nainital,Nainital - Chopra,29.338256,79.484345,Debris Slide NA
30809,UK/NAI/53O11/2015/273,Uttarakhand,Nainital,Okhalkanda - Surang,29.338358,79.723617,Rock Slide NA
30810,UK/NAI/53O11/2015/199,Uttarakhand,Nainital,Jeolikot - Joli,29.338628,79.516178,Rock Slide NA
30811,UK/NAI/53O11/2015/177,Uttarakhand,Nainital,Bhimtal - Sat Tal,29.3391,79.528486,Rock Slide NA
30812,UK/NAI/53O11/2015/192,Uttarakhand,Nainital,Bhimtal - Malwatal,29.339582,79.596622,Rock Slide NA
30813,UK/NAI/53O11/2015/213,Uttarakhand,Nainital,Okhalkanda - Surang,29.339672,79.71969,Rock Slide NA
30814,UK/NAI/53O07/2015/27,Uttarakhand,Nainital,Nainital - Devdhura,29.340086,79.414492,Rock Slide NA
30815,UK/NAI/53O07/2015/14,Uttarakhand,Nainital,Nainital - Devdhura,29.340086,79.414492,Rock Slide NA
30816,UK/NAI/53O07/2015/20,Uttarakhand,Nainital,Nainital - Devdhura,29.340086,79.414492,Rock Slide NA
30817,UK/NAI/53O11/2015/219,Uttarakhand,Nainital,Bhimtal - Sat Tal,29.3402,79.5237,Rock Slide NA
30818,UK/NAI/53O11/2015/270,Uttarakhand,Nainital,Bhimtal - Malwatal,29.340505,79.576198,Rock Slide NA
30819,UK/NAI/53O11/2015/253,Uttarakhand,Nainital,Okhalkanda - Surang,29.340945,79.711658,Rock Slide NA
30820,UK/CHA/62C03/2016/35,Uttarakhand,Champawat,Lojani,29.342333,80.215917,Rock Slide 2016
30821,UK/NAI/53O11/2015/175,Uttarakhand,Nainital,Jeolikot - Joli,29.343211,79.503095,Rock Slide NA
30822,UK/NAI/53O07/2015/129,Uttarakhand,Nainital,Kathgodam - Bhowali,29.34386,79.483737,Rock Slide NA
30823,UK/NAI/53O07/2015/86,Uttarakhand,Nainital,Jeolikot - Joli,29.344365,79.494614,Rock Slide NA
30824,UK/NAI/53O07/2015/128,Uttarakhand,Nainital,Bhowali - Nainital,29.34493,79.465767,Rock Slide NA
30825,UK/NAI/53O11/2015/238,Uttarakhand,Nainital,Okhalkanda - Surang,29.344961,79.712972,Rock Slide NA
30826,UK/NAI/53O07/2015/139,Uttarakhand,Nainital,Bhowali - Nainital,29.346339,79.46078,Rock Slide NA
30827,UK/NAI/53O07/2015/103,Uttarakhand,Nainital,Kathgodam - Bhowali,29.34638,79.479113,Debris Slide NA
30828,UK/CHA/62C03/2016/34,Uttarakhand,Champawat,Lojani,29.346639,80.246944,Rock Fall 2009
30829,UK/NAI/53O11/2015/201,Uttarakhand,Nainital,Mahargaon - Mahanta,29.347,79.665,Debris Slide NA
30830,UK/NAI/53O07/2015/104,Uttarakhand,Nainital,Bhowali - Nainital,29.347265,79.47382,Rock Slide NA
30831,UK/NAI/53O15/2016/84,Uttarakhand,Nainital,Kotli,29.347972,79.774306,Debris Slide 2013
30832,UK/CHA/62C03/2016/32,Uttarakhand,Champawat,Suli,29.348889,80.248889,Rock Fall 2009
30833,UK/CHA/62C03/2016/33,Uttarakhand,Champawat,Suli,29.348889,80.247639,Debris Slide 2014
30834,UK/NAI/53O11/2015/263,Uttarakhand,Nainital,Okhalkanda - Surang,29.349667,79.707,Rock Fall NA
30835,UK/NAI/53O07/2015/76,Uttarakhand,Nainital,Bhowali - Nainital,29.349702,79.472496,Rock Slide NA
30836,UK/NAI/53O11/2015/148,Uttarakhand,Nainital,Alchauna - Pandechhor,29.35,79.594,Rock Slide NA
30837,UK/NAI/53O07/2015/116,Uttarakhand,Nainital,Kathgodam - Bhowali,29.350867,79.473567,Rock Slide NA
30838,UK/CHA/62C07/2017/2,Uttarakhand,Champawat,,29.351133,80.266067,Debris Slide 2009
30839,UK/NAI/53O07/2015/89,Uttarakhand,Nainital,Bhowali - Nainital,29.352269,79.474337,Rock Slide NA
30840,UK/CHA/53O15/2016/76,Uttarakhand,Champawat,Kanda,29.352778,79.862528,Rock Slide 2011
30841,UK/NAI/53O07/2015/67,Uttarakhand,Nainital,Bhowali - Nainital,29.3531,79.473643,Rock Slide NA
30842,UK/NAI/53O15/2016/85,Uttarakhand,Nainital,Kotli,29.353139,79.76675,Rock Slide 2011
30843,UK/PIT/62C03/2016/130,Uttarakhand,Champawat,Maneshwar,29.353417,80.119417,Rock Slide 2016
30844,UK/NAI/53O07/2015/7,Uttarakhand,Nainital,Nainital - Kaladungi,29.3539,79.4246,Debris Slide NA
30845,UK/NAI/53O07/2015/107,Uttarakhand,Nainital,Bhowali - Nainital,29.354761,79.473163,Debris Subsidence NA
30846,UK/NAI/53O11/2015/191,Uttarakhand,Nainital,Alchauna - Pandechhor,29.355088,79.58964,Rock Slide NA
30847,UK/NAI/53O07/2015/11,Uttarakhand,Nainital,Baldhiyakhan - Nainital,29.3555,79.429114,Debris Slide NA
30848,UK/NAI/53O07/2015/115,Uttarakhand,Nainital,Bhowali - Nainital,29.356057,79.471346,Rock Slide NA
30849,UK/NAI/53O11/2015/228,Uttarakhand,Nainital,Alchauna - Pandechhor,29.356697,79.588212,Rock Slide NA
30850,UK/NAI/53O07/2015/118,Uttarakhand,Nainital,Bhowali - Nainital,29.357134,79.476971,Rock Slide NA
30851,UK/NAI/53O07/2015/16,Uttarakhand,Nainital,Baldhiyakhan - Nainital,29.357283,79.430067,Debris Slide NA
30852,UK/NAI/53O07/2015/132,Uttarakhand,Nainital,Bhowali - Nainital,29.35896,79.484396,Rock Slide NA
30853,UK/NAI/53O07/2015/24,Uttarakhand,Nainital,Baldhiyakhan - Nainital,29.360794,79.429531,Debris Slide NA
30854,UK/NAI/53O11/2015/220,Uttarakhand,Nainital,Bhimtal - Malwatal,29.361,79.592,Rock Slide NA
30855,UK/NAI/53O07/2015/77,Uttarakhand,Nainital,Baldhiyakhan - Nainital,29.361785,79.449731,Debris Slide NA
30856,UK/NAI/53O07/2015/37,Uttarakhand,Nainital,Baldhiyakhan - Nainital,29.367844,79.448813,Debris Slide NA
30857,UK/NAI/53O07/2015/5,Uttarakhand,Nainital,Nainital - Kathgodam,29.368978,79.472131,Rock Slide NA
30858,UK/NAI/53O11/2015/186,Uttarakhand,Nainital,Mahargaon - Mahanta,29.369012,79.587893,Debris Slide NA
30859,UK/NAI/62C03/2016/129,Uttarakhand,Nainital,Kotli,29.369833,79.750028,Rock Slide 2011
30860,UK/NAI/53O11/2015/283,Uttarakhand,Nainital,Mahargaon - Mahanta,29.370556,79.638611,Rock Slide NA
30861,UK/NAI/53O07/2015/138,Uttarakhand,Nainital,Nainital - Kaladungi,29.370643,79.42424,Debris Slide NA
30862,UK/NAI/53O11/2015/242,Uttarakhand,Nainital,Bhimtal - Sat Tal,29.370975,79.534144,Rock Slide NA
30863,UK/NAI/53O07/2015/133,Uttarakhand,Nainital,Nainital - Kaladungi,29.371501,79.418553,Debris Slide NA
30864,UK/NAI/53O07/2015/66,Uttarakhand,Nainital,Baldhiyakhan - Nainital,29.371775,79.441012,Debris Slide NA
30865,UK/NAI/53O07/2015/6,Uttarakhand,Nainital,Nainital - Jeolikot,29.3725,79.471644,Rock Slide NA
30866,UK/NAI/53O07/2015/15,Uttarakhand,Nainital,Nainital - Bhowali,29.374142,79.467111,Rock Slide NA
30867,UK/NAI/53O07/2015/97,Uttarakhand,Nainital,Nainital - Bhowali,29.374536,79.468644,Rock Slide NA
30868,UK/NAI/53O07/2015/22,Uttarakhand,Nainital,Nainital - Bhowali,29.374536,79.468644,Rock Slide NA
30869,UK/NAI/53O07/2015/108,Uttarakhand,Nainital,Nainital - Kaladungi,29.374729,79.429801,Rock Fall NA
30870,UK/NAI/53O07/2015/1,Uttarakhand,Nainital,Baldhiyakhan - Nainital,29.375072,79.446425,Rock Slide NA
30871,UK/NAI/53O07/2015/72,Uttarakhand,Nainital,Bhowali - Nainital,29.376896,79.490523,Rock Slide NA
30872,UK/NAI/53O07/2015/106,Uttarakhand,Nainital,Bhowali - Nainital,29.377079,79.492585,Rock Slide NA
30873,UK/NAI/53O07/2015/96,Uttarakhand,Nainital,Bhowali - Nainital,29.377241,79.49025,Rock Slide NA
30874,UK/NAI/53O07/2015/26,Uttarakhand,Nainital,Kotabagh - Kaladhungi,29.377322,79.332722,Rock Slide NA
30875,UK/NAI/53O11/2015/277,Uttarakhand,Nainital,Bhowali - Ghorakhal,29.377843,79.541803,Debris Slide NA
30876,UK/NAI/53O11/2015/257,Uttarakhand,Nainital,Bhowali - Ghorakhal,29.378217,79.543187,Debris Slide NA
30877,UK/NAI/53O07/2015/71,Uttarakhand,Nainital,Bhowali - Nainital,29.378724,79.490183,Rock Slide NA
30878,UK/NAI/53O11/2015/276,Uttarakhand,Nainital,Bhowali - Ghorakhal,29.3788,79.5406,Debris Slide NA
30879,UK/NAI/53O11/2015/272,Uttarakhand,Nainital,Mahargaon - Mahanta,29.378972,79.585836,Rock Slide NA
30880,UK/CHA/53O15/2016/1,Uttarakhand,Champawat,Kamlekh,29.379611,79.973361,Rock Slide 2013
30881,UK/NAI/53O07/2015/131,Uttarakhand,Nainital,Nainital - Bhowali,29.379809,79.499115,Rock Slide NA
30882,UK/NAI/53O07/2015/54,Uttarakhand,Nainital,Bhowali - Nainital,29.379881,79.485059,Rock Slide NA
30883,UK/NAI/53O07/2015/69,Uttarakhand,Nainital,Nainital - Kaladungi,29.379953,79.434826,Rock Slide NA
30884,UK/NAI/53O07/2015/90,Uttarakhand,Nainital,Bhowali - Nainital,29.380019,79.489346,Rock Slide NA
30885,UK/NAI/53O11/2015/203,Uttarakhand,Nainital,Mahargaon - Mahanta,29.380208,79.585769,Rock Slide NA
30886,UK/NAI/53O11/2015/282,Uttarakhand,Nainital,Mahargaon - Mahanta,29.380595,79.597381,Debris Slide NA
30887,UK/NAI/53O07/2015/68,Uttarakhand,Nainital,Bajun - Adhaura,29.381749,79.401563,Debris Slide NA
30888,UK/NAI/53O07/2015/95,Uttarakhand,Nainital,Bhowali - Nainital,29.381819,79.490726,Rock Slide NA
30889,UK/NAI/53O07/2015/46,Uttarakhand,Nainital,Nainital - Bhowali,29.381899,79.492485,Rock Slide NA
30890,UK/NAI/53O07/2015/130,Uttarakhand,Nainital,Nainital - Bhowali,29.384252,79.494379,Rock Slide NA
30891,UK/CHA/62C03/2016/12,Uttarakhand,Champawat,Dungri Phartyal,29.385278,80.023111,Rock Topple 2014
30892,UK/NAI/53O07/2015/43,Uttarakhand,Nainital,Bajun - Adhaura,29.387343,79.40101,Rock Slide NA
30893,UK/CHA/62C03/2016/23,Uttarakhand,Champawat,Salta,29.387396,80.248537,Rock Slide 2016
30894,UK/NAI/53O07/2015/19,Uttarakhand,Nainital,Nainital - Bhowali,29.388994,79.471336,Rock Slide NA
30895,UK/NAI/53O11/2015/231,Uttarakhand,Nainital,Ghutiya - Agsara,29.389671,79.615259,Rock Slide NA
30896,UK/NAI/53O11/2015/264,Uttarakhand,Nainital,Dhanachuli - Naulakhan,29.390089,79.641275,Rock Slide NA
30897,UK/NAI/53O07/2015/28,Uttarakhand,Nainital,Nainital - Bhowali,29.391206,79.478903,Rock Slide NA
30898,UK/NAI/53O11/2015/235,Uttarakhand,Nainital,Ghutiya - Agsara,29.391276,79.615101,Rock Slide NA
30899,UK/NAI/53O07/2015/92,Uttarakhand,Nainital,Bajun - Adhaura,29.391543,79.397059,Rock Slide NA
30900,UK/NAI/53O11/2015/278,Uttarakhand,Nainital,Gunigaon - Kasyalkhet,29.394265,79.634749,Rock Slide NA
30901,UK/NAI/53O11/2015/279,Uttarakhand,Nainital,Gunigaon - Kasyalkhet,29.396469,79.63573,Rock Slide NA
30902,UK/NAI/53O07/2015/112,Uttarakhand,Nainital,Bajun - Adhaura,29.396702,79.392454,Rock Slide NA
30903,UK/CHA/53O15/2016/2,Uttarakhand,Champawat,Pati,29.397222,79.954306,Rock Fall 2014
30904,UK/NAI/53O11/2015/280,Uttarakhand,Nainital,Gunigaon - Kasyalkhet,29.400005,79.635763,Rock Slide NA
30905,UK/NAI/53O07/2015/122,Uttarakhand,Nainital,Kotabagh - Kaladhungi,29.400357,79.317766,Debris Slide NA
30906,UK/CHA/53O15/2016/22,Uttarakhand,Champawat,Devidhura,29.400444,79.848917,Rock Fall 2011
30907,UK/CHA/53O15/2016/23,Uttarakhand,Champawat,Devidhura,29.4015,79.849583,Rock Slide 2011
30908,UK/NAI/53O07/2015/17,Uttarakhand,Nainital,Pangot -Timalpani,29.402,79.403,Debris Slide NA
30909,UK/CHA/53O15/2016/3,Uttarakhand,Champawat,Pati,29.402083,79.954333,Rock Slide 2013
30910,UK/NAI/53O07/2015/18,Uttarakhand,Nainital,Pangot - Nainital,29.403003,79.455978,Rock Slide NA
30911,UK/CHA/53O15/2016/4,Uttarakhand,Champawat,Pati,29.403278,79.955889,Rock Slide 2013
30912,UK/CHA/53O15/2016/88,Uttarakhand,Champawat,Kamlekh,29.403558,79.971503,Rock Slide 2002
30913,UK/NAI/53O07/2015/53,Uttarakhand,Nainital,Pangot -Timalpani,29.40374,79.395154,Debris Slide NA
30914,UK/NAI/53O07/2015/8,Uttarakhand,Nainital,Pangot -Timalpani,29.403914,79.384211,Debris Slide NA
30915,UK/NAI/53O07/2015/12,Uttarakhand,Nainital,Pangot -Timalpani,29.403914,79.384211,Debris Slide NA
30916,UK/CHA/53O15/2016/24,Uttarakhand,Champawat,Devidhura,29.404083,79.850389,Rock Slide 2011
30917,UK/PIT/62C03/2016/128,Uttarakhand,Champawat,Sirtoli,29.404139,80.017472,Debris Slide 2006
30918,UK/NAI/53O07/2015/114,Uttarakhand,Nainital,Pangot - Nainital,29.404647,79.445464,Rock Slide NA
30919,UK/NAI/53O07/2015/42,Uttarakhand,Nainital,Pangot -Timalpani,29.404868,79.394397,Debris Slide NA
30920,UK/NAI/53O11/2015/281,Uttarakhand,Nainital,Gunigaon - Kasyalkhet,29.405257,79.633573,Rock Slide NA
30921,UK/CHA/62C03/2016/31,Uttarakhand,Champawat,Raikot,29.406278,80.107278,Rock Slide 2012
30922,UK/CHA/62C03/2016/30,Uttarakhand,Champawat,Pokhri,29.407222,80.16725,Rock Slide 2005
30923,UK/CHA/53O15/2016/6,Uttarakhand,Champawat,Pati,29.407944,79.918389,Rock Fall 2011
30924,UK/CHA/53O15/2016/5,Uttarakhand,Champawat,Pati,29.408667,79.923472,Rock Slide 2002
30925,UK/CHA/62C03/2016/22,Uttarakhand,Champawat,Raul,29.40875,80.203917,Rock Slide 2014
30926,UK/NAI/53O11/2015/269,Uttarakhand,Nainital,Gunigaon - Kasyalkhet,29.409112,79.633611,Rock Slide NA
30927,UK/CHA/53O15/2016/8,Uttarakhand,Champawat,Dungra,29.409944,79.906806,Rock Slide 2013
30928,UK/CHA/53O15/2016/7,Uttarakhand,Champawat,Dungra,29.410528,79.908194,Rock Topple 2013
30929,UK/NAI/53O11/2015/246,Uttarakhand,Nainital,Bhowali - Almora,29.410766,79.517304,Debris Slide NA
30930,UK/NAI/53O07/2015/13,Uttarakhand,Nainital,Pangot - Timalpani,29.414158,79.411408,Rock Slide NA
30931,UK/NAI/53O07/2015/64,Uttarakhand,Nainital,Pangot - Timalpani,29.415458,79.406092,Rock Slide NA
30932,UK/NAI/53O11/2015/230,Uttarakhand,Nainital,Gunigaon - Kasyalkhet,29.416097,79.638859,Debris Slide NA
30933,UK/NAI/53O07/2015/21,Uttarakhand,Nainital,Pangot -Timalpani,29.417086,79.387631,Rock Slide NA
30934,UK/CHA/62C03/2016/29,Uttarakhand,Champawat,Dakla,29.4175,80.196694,Rock Slide 2005
30935,UK/NAI/53O07/2015/105,Uttarakhand,Nainital,Pangot - Timalpani,29.417607,79.402302,Rock Slide NA
30936,UK/NAI/53O07/2015/3,Uttarakhand,Nainital,Kotabagh - Kaladhungi,29.418,79.34,Rock Slide NA
30937,UK/NAI/53O11/2015/167,Uttarakhand,Nainital,Kurthi (Reserved Forest),29.418382,79.597594,Rock Slide NA
30938,UK/NAI/53O07/2015/102,Uttarakhand,Nainital,Pangot -Timalpani,29.419853,79.393179,Debris Slide NA
30939,UK/NAI/53O07/2015/70,Uttarakhand,Nainital,Pandegaon - Pipalkhet,29.420083,79.32776,Debris Slide NA
30940,UK/NAI/53O07/2015/85,Uttarakhand,Nainital,Baghani - Kaladhungi,29.422354,79.302632,Rock Slide NA
30941,UK/NAI/53O11/2015/236,Uttarakhand,Nainital,Letibunga - Darmali,29.422364,79.679933,Rock Slide NA
30942,UK/NAI/53O11/2015/251,Uttarakhand,Nainital,Letibunga - Darmali,29.423392,79.680267,Rock Slide NA
30943,UK/NAI/53O07/2015/80,Uttarakhand,Nainital,Pandegaon - Pipalkhet,29.424927,79.32868,Rock Slide NA
30944,UK/NAI/53O11/2015/222,Uttarakhand,Nainital,Ninglat Talli - Talla Ramgarh,29.426547,79.511671,Rock Slide NA
30945,UK/NAI/53O07/2015/50,Uttarakhand,Nainital,Kotabagh - Baghani,29.426775,79.32081,Debris Slide NA
30946,UK/NAI/53O11/2015/260,Uttarakhand,Nainital,Talla Ramgarh - Nathuwakhan,29.428,79.566889,Debris Slide NA
30947,UK/NAI/53O11/2015/244,Uttarakhand,Nainital,Gunigaon - Kasyalkhet,29.428922,79.632526,Debris Slide NA
30948,UK/NAI/53O11/2015/262,Uttarakhand,Nainital,Talla Ramgarh - Nathuwakhan,29.430497,79.564227,Rock Slide NA
30949,UK/NAI/53O11/2015/267,Uttarakhand,Nainital,Ninglat Talli - Talla Ramgarh,29.43078,79.511475,Debris Slide NA
30950,UK/CHA/62C03/2016/41,Uttarakhand,Champawat,Pawa,29.431083,80.075639,Debris Subsidence 2011
30951,UK/NAI/53O07/2015/140,Uttarakhand,Nainital,Baghani - Kaladhungi,29.431331,79.298088,Debris Slide NA
30952,UK/CHA/53O15/2016/74,Uttarakhand,Champawat,Timla Gunth,29.431918,79.857583,Rock Slide 2016
30953,UK/NAI/53O07/2015/33,Uttarakhand,Nainital,Baghani - Kaladhungi,29.432721,79.300439,Debris Slide NA
30954,UK/CHA/53O15/2016/89,Uttarakhand,Champawat,Chatri,29.432874,79.973087,Rock Slide 2013
30955,UK/NAI/53O07/2015/84,Uttarakhand,Nainital,Baghani - Kaladhungi,29.433606,79.290411,Rock Slide NA
30956,UK/CHA/53O15/2016/75,Uttarakhand,Champawat,Timla Gunth,29.433745,79.861747,Rock Slide 2011
30957,UK/CHA/62C03/2016/40,Uttarakhand,Champawat,Pawa,29.433889,80.06725,Debris Subsidence 2014
30958,UK/NAI/53O11/2015/243,Uttarakhand,Nainital,Ninglat Talli - Talla Ramgarh,29.434142,79.507797,Rock Slide NA
30959,UK/NAI/53O07/2015/79,Uttarakhand,Nainital,Bhowali - Almora,29.434478,79.492994,Debris Slide NA
30960,UK/NAI/53O11/2015/237,Uttarakhand,Nainital,Letibunga - Darmali,29.434665,79.668186,Debris Slide NA
30961,UK/NAI/53O07/2015/10,Uttarakhand,Nainital,Bhowali - Almora,29.435561,79.495321,Debris Slide NA
30962,UK/CHA/62C03/2016/19,Uttarakhand,Champawat,Surkot,29.435583,80.023861,Debris Slide 2012
30963,UK/NAI/53O07/2015/32,Uttarakhand,Nainital,Bhowali - Almora,29.435591,79.492528,Rock Slide NA
30964,UK/CHA/53O15/2016/79,Uttarakhand,Champawat,Rithakhal,29.436333,79.880639,Debris Slide 2011
30965,UK/NAI/53O11/2015/266,Uttarakhand,Nainital,Malla Ramgarh - Talla Ramgarh,29.436548,79.542285,Rock Slide NA
30966,UK/NAI/53O11/2015/232,Uttarakhand,Nainital,Talla Ramgarh - Nathuwakhan,29.436556,79.568019,Rock Slide NA
30967,UK/NAI/53O11/2015/247,Uttarakhand,Nainital,Ninglat Talli - Talla Ramgarh,29.43657,79.503321,Rock Slide NA
30968,UK/CHA/62C03/2016/21,Uttarakhand,Champawat,Syuri,29.436861,80.046417,Debris Slide 2006
30969,UK/NAI/53O11/2015/256,Uttarakhand,Nainital,Ninglat Talli - Talla Ramgarh,29.437123,79.50453,Debris Slide NA
30970,UK/CHA/62C03/2016/20,Uttarakhand,Champawat,Syuri,29.437167,80.043694,Rock Slide 2006
30971,UK/CHA/62C03/2016/17,Uttarakhand,Champawat,Surkot,29.4375,80.016528,Rock Slide 2016
30972,UK/CHA/62C03/2016/24,Uttarakhand,Champawat,Chanchri,29.43825,80.141278,Debris Slide 2014
30973,UK/CHA/62C03/2016/18,Uttarakhand,Champawat,Surkot,29.438444,80.022806,Rock Slide 2006
30974,UK/NAI/53O07/2015/47,Uttarakhand,Nainital,Bhowali - Almora,29.439979,79.486256,Rock Slide NA
30975,UK/CHA/62C03/2016/28,Uttarakhand,Champawat,Laddang,29.440417,80.228639,Rock Slide 2014
30976,UK/NAI/53O11/2015/241,Uttarakhand,Nainital,Talla Ramgarh - Nathuwakhan,29.440671,79.560423,Debris Slide NA
30977,UK/NAI/53O07/2015/88,Uttarakhand,Nainital,Ghugukhan - Baghani,29.440695,79.409513,Rock Slide NA
30978,UK/NAI/53O07/2015/87,Uttarakhand,Nainital,Ninglat Talli - Talla Ramgarh,29.440714,79.497838,Debris Slide NA
30979,UK/NAI/53O07/2015/48,Uttarakhand,Nainital,Ninglat Talli - Talla Ramgarh,29.440762,79.472619,Debris Slide NA
30980,UK/CHA/62C03/2016/39,Uttarakhand,Champawat,Jhirkunj,29.440778,80.068111,Rock Slide 2015
30981,UK/NAI/53O11/2015/255,Uttarakhand,Nainital,Malla Ramgarh - Talla Ramgarh,29.441184,79.539751,Rock Slide NA
30982,UK/NAI/53O07/2015/31,Uttarakhand,Nainital,Pangot - Kunj Kharak,29.441417,79.431811,Rock Slide NA
30983,UK/PIT/62C03/2016/117,Uttarakhand,Champawat,Jhirkunj,29.441944,80.064028,Rock Slide 2016
30984,UK/CHA/53O15/2016/73,Uttarakhand,Champawat,Timla Gunth,29.441972,79.864222,Rock Slide 2013
30985,UK/NAI/53O07/2015/119,Uttarakhand,Nainital,Ninglat Talli - Talla Ramgarh,29.442571,79.496577,Debris Slide NA
30986,UK/PIT/62C03/2016/118,Uttarakhand,Champawat,Jhirkunj,29.444306,80.051639,Rock Slide 2012
30987,UK/CHA/53O15/2016/90,Uttarakhand,Champawat,Chatri,29.444437,79.989443,Debris Slide 2002
30988,UK/CHA/53O15/2016/57,Uttarakhand,Champawat,Punauli,29.444722,79.942861,Rock Slide 2011
30989,UK/CHA/62C03/2016/10,Uttarakhand,Champawat,Bantoli,29.44525,80.083111,Rock Slide 2016
30990,UK/CHA/53O15/2016/55,Uttarakhand,Champawat,Chatri,29.445458,79.970473,Debris Slide 2016
30991,UK/CHA/53O15/2016/56,Uttarakhand,Champawat,Punauli,29.445583,79.952972,Rock Slide 2014
30992,UK/CHA/62C03/2016/15,Uttarakhand,Champawat,Surkot,29.4475,80.02525,Rock Slide 2015
30993,UK/NAI/53O07/2015/45,Uttarakhand,Nainital,Baghani - Kaladhungi,29.448438,79.289705,Rock Slide NA
30994,UK/NAI/53O07/2015/51,Uttarakhand,Nainital,Baghani - Kaladhungi,29.448585,79.284737,Rock Slide NA
30995,UK/NAI/53O07/2015/39,Uttarakhand,Nainital,Ninglat Talli - Talla Ramgarh,29.448601,79.476353,Debris Slide NA
30996,UK/NAI/53O07/2015/62,Uttarakhand,Nainital,Baghani - Kaladhungi,29.449456,79.310022,Rock Slide NA
30997,UK/CHA/53O15/2016/91,Uttarakhand,Champawat,Chatri,29.449468,79.968647,Debris Slide 2011
30998,UK/CHA/53O15/2016/54,Uttarakhand,Champawat,Chatri,29.450917,79.962694,Debris Slide 2016
30999,UK/CHA/62C03/2016/37,Uttarakhand,Champawat,Jhirkunj,29.451306,80.051056,Debris Slide 2015
31000,UK/NAI/53O07/2015/120,Uttarakhand,Nainital,Ninglat Talli - Talla Ramgarh,29.452029,79.491627,Rock Slide NA
31001,UK/CHA/62C03/2016/14,Uttarakhand,Champawat,Surkot,29.4524,80.003607,Rock Slide 2011
31002,UK/NAI/53O07/2015/41,Uttarakhand,Nainital,Bhowali - Almora,29.452536,79.481161,Debris Slide NA
31003,UK/CHA/53O15/2016/53,Uttarakhand,Champawat,Chatri,29.452596,79.964519,Debris Slide 2016
31004,UK/PIT/62C03/2016/116,Uttarakhand,Champawat,Jhirkunj,29.452611,80.059646,Rock Slide 2011
31005,UK/NAI/53O07/2015/83,Uttarakhand,Nainital,Khairna - Kaphulta,29.452635,79.461743,Debris Slide NA
31006,UK/NAI/53O07/2015/73,Uttarakhand,Nainital,Baghani - Kaladhungi,29.452928,79.314286,Rock Slide NA
31007,UK/NAI/53O07/2015/136,Uttarakhand,Nainital,Khairna - Kaphulta,29.452999,79.465617,Rock Slide NA
31008,UK/PIT/62C03/2016/115,Uttarakhand,Champawat,Jhirkunj,29.453047,80.062032,Rock Slide 2011
31009,UK/NAI/53O07/2015/35,Uttarakhand,Nainital,Ninglat Talli - Talla Ramgarh,29.453408,79.476306,Debris Slide NA
31010,UK/CHA/62C03/2016/95,Uttarakhand,Champawat,Bantoli,29.453649,80.0921,Rock Slide 2002
